Date,Open,High,Low,Close,Adj Close,Volume
2020-11-06,60700.000000,60800.000000,59600.000000,60100.000000,57573.066406,16910230
2020-11-09,60700.000000,60900.000000,60100.000000,60200.000000,57668.859375,15892961
2020-11-10,60500.000000,60500.000000,59500.000000,60200.000000,57668.859375,19073552
2020-11-11,60700.000000,61400.000000,60400.000000,61300.000000,58722.613281,25628510
2020-11-12,61000.000000,61400.000000,60700.000000,61000.000000,58435.222656,19800573
2020-11-13,61300.000000,63200.000000,61000.000000,63200.000000,60542.722656,31508829
2020-11-16,64000.000000,66700.000000,63900.000000,66300.000000,63512.375000,36354334
2020-11-17,67000.000000,67000.000000,65600.000000,65700.000000,62937.609375,30204089
2020-11-18,65700.000000,66200.000000,64700.000000,64800.000000,62075.453125,22963790
2020-11-19,64100.000000,64800.000000,63900.000000,64600.000000,61883.859375,16590290
2020-11-20,63900.000000,65200.000000,63900.000000,64700.000000,61979.652344,15068682
2020-11-23,64800.000000,67800.000000,64700.000000,67500.000000,64661.925781,27134398
2020-11-24,67900.000000,69500.000000,67000.000000,67700.000000,64853.519531,32158235
2020-11-25,67900.000000,68300.000000,66500.000000,66600.000000,63799.765625,32447065
2020-11-26,66100.000000,68000.000000,66000.000000,68000.000000,65140.902344,19023323
2020-11-27,68000.000000,68400.000000,67600.000000,68200.000000,65332.496094,14063434
2020-11-30,68400.000000,68600.000000,66700.000000,66700.000000,63895.566406,43811016
2020-12-01,67100.000000,68300.000000,67100.000000,67800.000000,64949.320313,22327173
2020-12-02,68400.000000,69900.000000,68300.000000,69500.000000,66577.835938,29703942
2020-12-03,70100.000000,70500.000000,69300.000000,69700.000000,66769.421875,23677989
2020-12-04,70400.000000,72100.000000,70100.000000,71500.000000,68493.757813,28130533
2020-12-07,72400.000000,73500.000000,71900.000000,72900.000000,69834.882813,28490496
2020-12-08,72200.000000,72900.000000,71600.000000,71700.000000,68685.343750,25000338
2020-12-09,72100.000000,73900.000000,72000.000000,73900.000000,70792.851563,24077996
2020-12-10,72700.000000,73800.000000,72500.000000,72900.000000,69834.882813,39882928
2020-12-11,73500.000000,73800.000000,73100.000000,73400.000000,70313.867188,18486672
2020-12-14,73600.000000,74500.000000,73200.000000,73800.000000,70697.039063,21510415
2020-12-15,73800.000000,74100.000000,73300.000000,73800.000000,70697.039063,20863671
2020-12-16,74100.000000,74500.000000,73400.000000,73800.000000,70697.039063,17512081
2020-12-17,73400.000000,73700.000000,72600.000000,73300.000000,70218.062500,24293214
2020-12-18,73300.000000,73700.000000,73000.000000,73000.000000,69930.671875,17613029
2020-12-21,73100.000000,73400.000000,72000.000000,73000.000000,69930.671875,20367355
2020-12-22,72500.000000,73200.000000,72100.000000,72300.000000,69260.109375,16304910
2020-12-23,72400.000000,74000.000000,72300.000000,73900.000000,70792.851563,19411326
2020-12-24,74100.000000,78800.000000,74000.000000,77800.000000,74528.859375,32502870
2020-12-28,79000.000000,80100.000000,78200.000000,78700.000000,75391.007813,40085044
2020-12-29,78800.000000,78900.000000,77300.000000,78300.000000,76895.539063,30339449
2020-12-30,77400.000000,81300.000000,77300.000000,81000.000000,79547.117188,29417421
2021-01-04,81000.000000,84400.000000,80200.000000,83000.000000,81511.234375,38655276
2021-01-05,81600.000000,83900.000000,81600.000000,83900.000000,82395.101563,35335669
2021-01-06,83300.000000,84500.000000,82100.000000,82200.000000,80725.593750,42089013
2021-01-07,82800.000000,84200.000000,82700.000000,82900.000000,81413.031250,32644642
2021-01-08,83300.000000,90000.000000,83000.000000,88800.000000,87207.203125,59013307
2021-01-11,90000.000000,96800.000000,89500.000000,91000.000000,89367.742188,90306177
2021-01-12,90300.000000,91400.000000,87800.000000,90600.000000,88974.914063,48682416
2021-01-13,89800.000000,91200.000000,89100.000000,89700.000000,88091.062500,36068848
2021-01-14,88700.000000,90000.000000,88700.000000,89700.000000,88091.062500,26393970
2021-01-15,89800.000000,91800.000000,88000.000000,88000.000000,86421.554688,33431809
2021-01-18,86600.000000,87300.000000,84100.000000,85000.000000,83475.367188,43227951
2021-01-19,84500.000000,88000.000000,83600.000000,87000.000000,85439.484375,39895044
2021-01-20,89000.000000,89000.000000,86500.000000,87200.000000,85635.906250,25211127
2021-01-21,87500.000000,88600.000000,86500.000000,88100.000000,86519.765625,25318011
2021-01-22,89000.000000,89700.000000,86800.000000,86800.000000,85243.078125,30861661
2021-01-25,87000.000000,89900.000000,86300.000000,89400.000000,87796.437500,27258534
2021-01-26,88800.000000,89200.000000,86500.000000,86700.000000,85144.875000,33178936
2021-01-27,86600.000000,87700.000000,85600.000000,85600.000000,84064.593750,26423070
2021-01-28,83200.000000,85600.000000,83200.000000,83700.000000,82198.679688,31859808
2021-01-29,84500.000000,85000.000000,82000.000000,82000.000000,80529.171875,39615978
2021-02-01,81700.000000,83400.000000,81000.000000,83000.000000,81511.234375,28046832
2021-02-02,84100.000000,86400.000000,83700.000000,84400.000000,82886.125000,26302077
2021-02-03,84800.000000,85400.000000,83400.000000,84600.000000,83082.546875,22112205
2021-02-04,83500.000000,83800.000000,82100.000000,82500.000000,81020.203125,24171688
2021-02-05,83100.000000,84000.000000,82500.000000,83500.000000,82002.265625,18036835
2021-02-08,83800.000000,84200.000000,83000.000000,83000.000000,81511.234375,15338765
2021-02-09,84000.000000,84800.000000,82700.000000,82700.000000,81216.625000,20898332
2021-02-10,82600.000000,82600.000000,81600.000000,81600.000000,80136.351563,23025766
2021-02-15,83800.000000,84500.000000,83300.000000,84200.000000,82689.718750,23529706
2021-02-16,84500.000000,86000.000000,84200.000000,84900.000000,83377.156250,20483100
2021-02-17,83900.000000,84200.000000,83000.000000,83200.000000,81707.640625,18307735
2021-02-18,83200.000000,83600.000000,82100.000000,82100.000000,80627.382813,21327683
2021-02-19,82300.000000,82800.000000,81000.000000,82600.000000,81118.421875,25880879
2021-02-22,83800.000000,84200.000000,82200.000000,82200.000000,80725.593750,25419886
2021-02-23,81200.000000,82900.000000,81100.000000,82000.000000,80529.171875,20587314
2021-02-24,81800.000000,83600.000000,81300.000000,82000.000000,80529.171875,26807651
2021-02-25,84000.000000,85400.000000,83000.000000,85300.000000,83769.992188,34155986
2021-02-26,82800.000000,83400.000000,82000.000000,82500.000000,81020.203125,38520800
2021-03-02,85100.000000,85300.000000,83000.000000,83600.000000,82100.476563,33498180
2021-03-03,83500.000000,84000.000000,82800.000000,84000.000000,82493.296875,19882132
2021-03-04,82600.000000,83200.000000,82200.000000,82400.000000,80922.000000,24348331
2021-03-05,81100.000000,82600.000000,81100.000000,82100.000000,80627.382813,20508971
2021-03-08,82900.000000,83000.000000,81600.000000,82000.000000,80529.171875,17641256
2021-03-09,81400.000000,81900.000000,80600.000000,81400.000000,79939.937500,25420764
2021-03-10,82400.000000,82500.000000,80700.000000,80900.000000,79448.906250,20038422
2021-03-11,81000.000000,82500.000000,81000.000000,82000.000000,80529.171875,23818297
2021-03-12,83100.000000,83500.000000,82400.000000,82800.000000,81314.820313,13530573
2021-03-15,82800.000000,82900.000000,81800.000000,81800.000000,80332.765625,13735798
2021-03-16,82200.000000,83000.000000,82100.000000,82800.000000,81314.820313,12293537
2021-03-17,82800.000000,82900.000000,82000.000000,82300.000000,80823.796875,11625146
2021-03-18,82800.000000,83800.000000,82600.000000,82900.000000,81413.031250,18585244
2021-03-19,82100.000000,82500.000000,81800.000000,81900.000000,80430.968750,15869700
2021-03-22,82000.000000,82300.000000,81700.000000,82000.000000,80529.171875,12670506
2021-03-23,82600.000000,82900.000000,81800.000000,81800.000000,80332.765625,13299907
2021-03-24,81000.000000,81600.000000,80700.000000,81000.000000,79547.117188,17926638
2021-03-25,81000.000000,82100.000000,80800.000000,81200.000000,79743.523438,14758826
2021-03-26,81400.000000,81600.000000,81000.000000,81500.000000,80038.148438,12845778
2021-03-29,81700.000000,81700.000000,81000.000000,81600.000000,80136.351563,14952134
2021-03-30,81600.000000,82300.000000,81300.000000,82200.000000,81084.304688,13121698
2021-03-31,82400.000000,82700.000000,81400.000000,81400.000000,80295.171875,17240518
2021-04-01,82500.000000,83000.000000,82000.000000,82900.000000,81774.804688,18676461
2021-04-02,84000.000000,85200.000000,83900.000000,84800.000000,83649.023438,22997538
2021-04-05,85800.000000,86000.000000,84800.000000,85400.000000,84240.875000,16255990
2021-04-06,86200.000000,86200.000000,85100.000000,86000.000000,84832.734375,19042023
2021-04-07,86100.000000,86200.000000,85400.000000,85600.000000,84438.164063,17885538
2021-04-08,85700.000000,85700.000000,84100.000000,84700.000000,83550.375000,19244259
2021-04-09,84700.000000,84900.000000,83400.000000,83600.000000,82465.304688,18193707
2021-04-12,84100.000000,84100.000000,83100.000000,83200.000000,82070.726563,12915282
2021-04-13,83000.000000,84500.000000,82800.000000,84000.000000,82859.875000,15238206
2021-04-14,84000.000000,84300.000000,83400.000000,84000.000000,82859.875000,13794652
2021-04-15,83700.000000,84500.000000,83400.000000,84100.000000,82958.523438,16377412
2021-04-16,84700.000000,84700.000000,83600.000000,83900.000000,82761.234375,15429522
2021-04-19,83800.000000,84000.000000,83300.000000,83300.000000,82169.375000,15287311
2021-04-20,83300.000000,84000.000000,83100.000000,83900.000000,82761.234375,15521965
2021-04-21,83300.000000,83500.000000,82500.000000,82600.000000,81478.875000,21636079
2021-04-22,82900.000000,83000.000000,82400.000000,82400.000000,81281.593750,13934746
2021-04-23,81900.000000,82900.000000,81600.000000,82800.000000,81676.164063,17805080
2021-04-26,82900.000000,83500.000000,82600.000000,83500.000000,82366.664063,15489938
2021-04-27,83200.000000,83300.000000,82500.000000,82900.000000,81774.804688,12941533
2021-04-28,83200.000000,83200.000000,82100.000000,82100.000000,80985.664063,15596759
2021-04-29,82400.000000,82500.000000,81500.000000,81700.000000,80591.101563,20000973
2021-04-30,81900.000000,82100.000000,81500.000000,81500.000000,80393.812500,18673197
2021-05-03,81000.000000,82400.000000,81000.000000,81700.000000,80591.101563,15710336
2021-05-04,81900.000000,82600.000000,81800.000000,82600.000000,81478.875000,12532550
2021-05-06,81700.000000,82300.000000,81700.000000,82300.000000,81182.945313,17047511
2021-05-07,81800.000000,82100.000000,81500.000000,81900.000000,80788.375000,14154882
2021-05-10,82300.000000,83500.000000,81800.000000,83200.000000,82070.726563,19385027
2021-05-11,82500.000000,82600.000000,81100.000000,81200.000000,80097.882813,28996680
2021-05-12,80800.000000,81200.000000,79800.000000,80000.000000,78914.171875,35812268
2021-05-13,78900.000000,79600.000000,78400.000000,78500.000000,77434.523438,31490096
2021-05-14,79000.000000,80300.000000,78900.000000,80100.000000,79012.804688,16450920
2021-05-17,80800.000000,80900.000000,79200.000000,79600.000000,78519.601563,17740855
2021-05-18,79600.000000,80000.000000,79100.000000,79600.000000,78519.601563,17494407
2021-05-20,79400.000000,79700.000000,79100.000000,79500.000000,78420.953125,16541828
2021-05-21,80100.000000,81500.000000,79800.000000,80100.000000,79012.804688,20961714
2021-05-24,80100.000000,80400.000000,79500.000000,79700.000000,78618.242188,13398666
2021-05-25,80000.000000,80400.000000,79800.000000,79900.000000,78815.523438,13628942
2021-05-26,80400.000000,80500.000000,79700.000000,79800.000000,78716.882813,11984359
2021-05-27,80000.000000,80000.000000,79100.000000,79600.000000,78519.601563,23198510
2021-05-28,79800.000000,80400.000000,79400.000000,80100.000000,79012.804688,12360199
2021-05-31,80300.000000,80600.000000,79600.000000,80500.000000,79407.382813,13321324
2021-06-01,80500.000000,81300.000000,80100.000000,80600.000000,79506.023438,14058401
2021-06-02,80400.000000,81400.000000,80300.000000,80800.000000,79703.312500,16414644
2021-06-03,81300.000000,83000.000000,81100.000000,82800.000000,81676.164063,29546007
2021-06-04,82700.000000,82700.000000,81500.000000,82200.000000,81084.304688,18112259
2021-06-07,82700.000000,82800.000000,81600.000000,81900.000000,80788.375000,16496197
2021-06-08,82300.000000,82600.000000,81800.000000,81900.000000,80788.375000,12781226
2021-06-09,81500.000000,82000.000000,81100.000000,81100.000000,79999.242188,14908823
2021-06-10,81300.000000,81400.000000,80900.000000,81000.000000,79900.601563,17586995
2021-06-11,81200.000000,81700.000000,80700.000000,81000.000000,79900.601563,14087962
2021-06-14,80800.000000,80900.000000,80500.000000,80500.000000,79407.382813,10550078
2021-06-15,80900.000000,81200.000000,80600.000000,80900.000000,79801.953125,10075685
2021-06-16,81500.000000,81900.000000,81100.000000,81800.000000,80689.742188,14999855
2021-06-17,81100.000000,81300.000000,80700.000000,80900.000000,79801.953125,14007385
2021-06-18,81100.000000,81100.000000,80500.000000,80500.000000,79407.382813,14916721
2021-06-21,79700.000000,80000.000000,79600.000000,79900.000000,78815.523438,16063340
2021-06-22,80200.000000,80300.000000,79900.000000,80000.000000,78914.171875,11773365
2021-06-23,80500.000000,80600.000000,79900.000000,80100.000000,79012.804688,13856548
2021-06-24,80400.000000,81400.000000,80100.000000,81200.000000,80097.882813,18771080
2021-06-25,81500.000000,81900.000000,81200.000000,81600.000000,80492.453125,13481405
2021-06-28,81700.000000,82000.000000,81600.000000,81900.000000,80788.375000,11578529
2021-06-29,81900.000000,82100.000000,80800.000000,81000.000000,80254.335938,15744317
2021-06-30,81100.000000,81400.000000,80700.000000,80700.000000,79957.101563,13288643
2021-07-01,80500.000000,80600.000000,80000.000000,80100.000000,79362.625000,13382882
2021-07-02,80000.000000,80400.000000,79900.000000,80000.000000,79263.546875,8753097
2021-07-05,80100.000000,80800.000000,80000.000000,80400.000000,79659.867188,8330969
2021-07-06,80600.000000,81200.000000,80500.000000,81200.000000,80452.500000,12131651
2021-07-07,81200.000000,81300.000000,80300.000000,80800.000000,80056.179688,15992202
2021-07-08,81100.000000,81200.000000,79900.000000,79900.000000,79164.468750,16660998
2021-07-09,79600.000000,79800.000000,79000.000000,79400.000000,78669.070313,22720577
2021-07-12,79900.000000,80000.000000,79500.000000,79700.000000,78966.304688,9768108
2021-07-13,80000.000000,80200.000000,79800.000000,79800.000000,79065.390625,9863450
2021-07-14,79400.000000,79600.000000,79100.000000,79500.000000,78768.156250,11575636
2021-07-15,79800.000000,80600.000000,79500.000000,80600.000000,79858.031250,13766279
2021-07-16,80100.000000,80100.000000,79500.000000,79800.000000,79065.390625,10859399
2021-07-19,79100.000000,79200.000000,78800.000000,79000.000000,78272.750000,13155414
2021-07-20,78500.000000,79000.000000,78400.000000,79000.000000,78272.750000,12456646
2021-07-21,79000.000000,79100.000000,78500.000000,78500.000000,77777.359375,12355296
2021-07-22,79000.000000,79800.000000,78900.000000,79700.000000,78966.304688,12618790
2021-07-23,79700.000000,79900.000000,79200.000000,79300.000000,78569.992188,9098910
2021-07-26,79400.000000,79500.000000,78800.000000,78800.000000,78074.593750,10040975
2021-07-27,79200.000000,79400.000000,78500.000000,78500.000000,77777.359375,11427693
2021-07-28,78300.000000,79200.000000,78100.000000,79200.000000,78470.914063,12743417
2021-07-29,78800.000000,79400.000000,78800.000000,79000.000000,78272.750000,14360453
2021-07-30,78900.000000,78900.000000,78500.000000,78500.000000,77777.359375,13823411
2021-08-02,79200.000000,79500.000000,78700.000000,79300.000000,78569.992188,11739124
2021-08-03,79400.000000,81400.000000,79300.000000,81400.000000,80650.656250,24339360
2021-08-04,82200.000000,83100.000000,81800.000000,82900.000000,82136.851563,25642368
2021-08-05,83300.000000,83300.000000,82000.000000,82100.000000,81344.210938,18485469
2021-08-06,81900.000000,82500.000000,81300.000000,81500.000000,80749.742188,13342623
2021-08-09,81500.000000,82300.000000,80900.000000,81500.000000,80749.742188,15522581
2021-08-10,82300.000000,82400.000000,80100.000000,80200.000000,79461.710938,20362639
2021-08-11,79600.000000,79800.000000,78500.000000,78500.000000,77777.359375,30241137
2021-08-12,77100.000000,78200.000000,76900.000000,77000.000000,76291.164063,42365223
2021-08-13,75800.000000,76000.000000,74100.000000,74400.000000,73715.093750,61270643
2021-08-17,74000.000000,75100.000000,74000.000000,74200.000000,73516.937500,30944847
2021-08-18,73900.000000,74600.000000,73100.000000,73900.000000,73219.703125,29192631
2021-08-19,73500.000000,74400.000000,73100.000000,73100.000000,72427.062500,22166298
2021-08-20,73500.000000,73900.000000,72500.000000,72700.000000,72030.750000,22364803
2021-08-23,73300.000000,74000.000000,73000.000000,73300.000000,72625.226563,19384648
2021-08-24,73900.000000,75700.000000,73900.000000,75600.000000,74904.054688,21016913
2021-08-25,76200.000000,76600.000000,74900.000000,75700.000000,75003.132813,22319664
2021-08-26,76100.000000,76200.000000,74600.000000,74600.000000,73913.257813,16671494
2021-08-27,74300.000000,75000.000000,73800.000000,74300.000000,73616.023438,15172748
2021-08-30,75400.000000,75500.000000,74200.000000,74600.000000,73913.257813,12686999
2021-08-31,74900.000000,76700.000000,74300.000000,76700.000000,75993.929688,24630370
2021-09-01,76700.000000,77100.000000,75900.000000,76800.000000,76093.007813,16114775
2021-09-02,76800.000000,76800.000000,75700.000000,76000.000000,75300.375000,15347486
2021-09-03,76400.000000,76700.000000,76000.000000,76600.000000,75894.843750,12096419
2021-09-06,76800.000000,77600.000000,76600.000000,77300.000000,76588.406250,12861180
2021-09-07,77100.000000,77100.000000,75900.000000,76100.000000,75399.453125,13239401
2021-09-08,76000.000000,76400.000000,75600.000000,76300.000000,75597.609375,11798147
2021-09-09,76400.000000,76600.000000,75000.000000,75300.000000,74606.812500,17600770
2021-09-10,75300.000000,75600.000000,74800.000000,75300.000000,74606.812500,10103212
2021-09-13,75200.000000,76300.000000,75100.000000,76300.000000,75597.609375,11397775
2021-09-14,77100.000000,77700.000000,76600.000000,76600.000000,75894.843750,18167057
2021-09-15,77400.000000,77400.000000,76400.000000,77000.000000,76291.164063,12829128
2021-09-16,77300.000000,77400.000000,76100.000000,76100.000000,75399.453125,13067622
2021-09-17,76300.000000,77200.000000,75900.000000,77200.000000,76489.320313,16289502
2021-09-23,77500.000000,77600.000000,76800.000000,77400.000000,76687.484375,17055590
2021-09-24,77600.000000,77700.000000,77100.000000,77300.000000,76588.406250,12247274
2021-09-27,77300.000000,77700.000000,77000.000000,77700.000000,76984.718750,11699798
2021-09-28,77700.000000,77800.000000,76200.000000,76300.000000,75597.609375,15406382
2021-09-29,74800.000000,75300.000000,73800.000000,74100.000000,73766.875000,23992458
2021-09-30,74300.000000,74800.000000,73700.000000,74100.000000,73766.875000,19919361
2021-10-01,73900.000000,74000.000000,72900.000000,73200.000000,72870.921875,15803395
2021-10-05,73000.000000,73000.000000,71400.000000,72200.000000,71875.414063,24013921
2021-10-06,72600.000000,72800.000000,71200.000000,71300.000000,70979.460938,18956962
2021-10-07,71600.000000,72100.000000,71300.000000,71600.000000,71278.117188,13683532
2021-10-08,72300.000000,72400.000000,71500.000000,71500.000000,71178.562500,14043287
2021-10-12,70700.000000,70900.000000,68700.000000,69000.000000,68689.804688,31001484
2021-10-13,68700.000000,69600.000000,68300.000000,68800.000000,68490.703125,24172015
2021-10-14,69000.000000,69800.000000,68800.000000,69400.000000,69088.007813,19520641
2021-10-15,70200.000000,71000.000000,70000.000000,70100.000000,69784.859375,18051612
2021-10-18,70200.000000,70300.000000,69200.000000,70200.000000,69884.406250,13486391
2021-10-19,70800.000000,71000.000000,70400.000000,70600.000000,70282.609375,9507991
2021-10-20,70700.000000,71000.000000,70200.000000,70300.000000,69983.960938,10151638
2021-10-21,70300.000000,70600.000000,70000.000000,70200.000000,69884.406250,10891094
2021-10-22,70000.000000,70700.000000,70000.000000,70400.000000,70083.507813,8395448
2021-10-25,69900.000000,70600.000000,69500.000000,70200.000000,69884.406250,10029621
2021-10-26,70600.000000,71500.000000,70400.000000,71100.000000,70780.359375,10528252
2021-10-27,71000.000000,71000.000000,70000.000000,70100.000000,69784.859375,10295316
2021-10-28,69500.000000,72200.000000,69500.000000,70700.000000,70382.156250,20644902
2021-10-29,71200.000000,71600.000000,69700.000000,69800.000000,69486.203125,17016151
2021-11-01,70200.000000,70600.000000,69900.000000,69900.000000,69585.757813,11503729
2021-11-02,70800.000000,72200.000000,70700.000000,71500.000000,71178.562500,16812570
2021-11-03,71700.000000,71700.000000,70100.000000,70400.000000,70083.507813,12770428
2021-11-04,71200.000000,71600.000000,70500.000000,70600.000000,70282.609375,11818987
2021-11-05,71600.000000,71600.000000,70200.000000,70200.000000,69884.406250,12667743
2021-11-08,70400.000000,70600.000000,69800.000000,70600.000000,70282.609375,11121981
2021-11-09,70300.000000,71000.000000,70100.000000,70500.000000,70183.062500,11159589
2021-11-10,70300.000000,70900.000000,70200.000000,70200.000000,69884.406250,9422009
2021-11-11,69900.000000,70000.000000,69600.000000,69900.000000,69585.757813,11489122
2021-11-12,70200.000000,70900.000000,69900.000000,70600.000000,70282.609375,10087450
2021-11-15,71700.000000,71900.000000,70900.000000,71400.000000,71079.015625,12420710
2021-11-16,71500.000000,72000.000000,71300.000000,71300.000000,70979.460938,10919239
2021-11-17,71300.000000,71600.000000,70600.000000,70700.000000,70382.156250,11027606
2021-11-18,70700.000000,71000.000000,70200.000000,70200.000000,69884.406250,10144957
2021-11-19,70400.000000,71400.000000,70100.000000,71200.000000,70879.914063,11954728
2021-11-22,73300.000000,75200.000000,73000.000000,74900.000000,74563.281250,27506623
2021-11-23,76000.000000,76000.000000,74500.000000,75300.000000,74961.476563,22029195
2021-11-24,76000.000000,76200.000000,74100.000000,74800.000000,74463.726563,15652305
2021-11-25,75100.000000,75100.000000,73600.000000,73700.000000,73368.671875,12559258
2021-11-26,73500.000000,74100.000000,72000.000000,72300.000000,71974.968750,13002242
2021-11-29,71700.000000,73000.000000,71400.000000,72300.000000,71974.968750,16682559
2021-11-30,73200.000000,73900.000000,70500.000000,71300.000000,70979.460938,30364841
2021-12-01,72000.000000,74800.000000,71600.000000,74400.000000,74065.523438,21954856
2021-12-02,73900.000000,75800.000000,73800.000000,75800.000000,75459.234375,23652940
2021-12-03,75600.000000,76000.000000,74100.000000,75600.000000,75260.132813,18330240
2021-12-06,75100.000000,76700.000000,74900.000000,76300.000000,75956.984375,16391250
2021-12-07,76100.000000,77700.000000,75600.000000,77400.000000,77052.039063,19232453
2021-12-08,78300.000000,78600.000000,77100.000000,77400.000000,77052.039063,21558340
2021-12-09,77400.000000,78200.000000,77000.000000,78200.000000,77848.445313,21604528
2021-12-10,77400.000000,77600.000000,76800.000000,76900.000000,76554.289063,9155219
2021-12-13,77200.000000,78300.000000,76500.000000,76800.000000,76454.734375,15038750
2021-12-14,76500.000000,77200.000000,76200.000000,77000.000000,76653.835938,10976660
2021-12-15,76400.000000,77600.000000,76300.000000,77600.000000,77251.140625,9584939
2021-12-16,78500.000000,78500.000000,77400.000000,77800.000000,77450.242188,11996128
2021-12-17,76800.000000,78000.000000,76800.000000,78000.000000,77649.343750,13108479
2021-12-20,77600.000000,77800.000000,76800.000000,77100.000000,76753.390625,11264375
2021-12-21,77900.000000,78300.000000,77500.000000,78100.000000,77748.890625,14245298
2021-12-22,78900.000000,79400.000000,78800.000000,79400.000000,79043.046875,17105892
2021-12-23,79800.000000,80000.000000,79300.000000,79900.000000,79540.796875,13577498
2021-12-24,80200.000000,80800.000000,80200.000000,80500.000000,80138.101563,12086380
2021-12-27,80600.000000,80600.000000,79800.000000,80200.000000,79839.453125,10783368
2021-12-28,80200.000000,80400.000000,79700.000000,80300.000000,79939.000000,18226325
2021-12-29,80200.000000,80200.000000,78500.000000,78800.000000,78800.000000,19794795
2021-12-30,78900.000000,79500.000000,78100.000000,78300.000000,78300.000000,14236700
2022-01-04,78800.000000,79200.000000,78300.000000,78700.000000,78700.000000,12427416
2022-01-05,78800.000000,79000.000000,76400.000000,77400.000000,77400.000000,25470640
2022-01-06,76700.000000,77600.000000,76600.000000,76900.000000,76900.000000,12931954
2022-01-07,78100.000000,78400.000000,77400.000000,78300.000000,78300.000000,15163757
2022-01-10,78100.000000,78100.000000,77100.000000,78000.000000,78000.000000,9947422
2022-01-11,78400.000000,79000.000000,78000.000000,78900.000000,78900.000000,13221123
2022-01-12,79500.000000,79600.000000,78600.000000,78900.000000,78900.000000,11000502
2022-01-13,79300.000000,79300.000000,77900.000000,77900.000000,77900.000000,13889401
2022-01-14,77700.000000,78100.000000,77100.000000,77300.000000,77300.000000,10096725
2022-01-17,77600.000000,77800.000000,76900.000000,77500.000000,77500.000000,8785122
2022-01-18,77600.000000,77800.000000,76600.000000,77000.000000,77000.000000,9592788
2022-01-19,76500.000000,76900.000000,76100.000000,76300.000000,76300.000000,10598290
2022-01-20,76200.000000,76700.000000,75900.000000,76500.000000,76500.000000,9708168
2022-01-21,75800.000000,75800.000000,74700.000000,75600.000000,75600.000000,15774888
2022-01-24,75400.000000,75800.000000,74700.000000,75100.000000,75100.000000,13691134
2022-01-25,74800.000000,75000.000000,73200.000000,74000.000000,74000.000000,17766704
2022-01-26,74000.000000,74000.000000,74000.000000,74000.000000,74000.000000,0
2022-01-27,73800.000000,74000.000000,71300.000000,71300.000000,71300.000000,22274777
2022-01-28,71300.000000,73700.000000,71200.000000,73300.000000,73300.000000,21367447
2022-02-03,74900.000000,74900.000000,73300.000000,73300.000000,73300.000000,17744721
2022-02-04,74300.000000,74600.000000,73400.000000,74000.000000,74000.000000,12730034
2022-02-07,73500.000000,73600.000000,72400.000000,73000.000000,73000.000000,14240838
2022-02-08,73000.000000,73000.000000,73000.000000,73000.000000,73000.000000,0
2022-02-09,73000.000000,73000.000000,73000.000000,73000.000000,73000.000000,0
2022-02-10,75600.000000,75800.000000,74700.000000,75400.000000,75400.000000,17746033
2022-02-11,75000.000000,75500.000000,74600.000000,74900.000000,74900.000000,12205407
2022-02-14,74400.000000,74500.000000,73100.000000,73700.000000,73700.000000,13993255
2022-02-15,74100.000000,74200.000000,73100.000000,73700.000000,73700.000000,9320365
2022-02-16,74600.000000,74900.000000,74200.000000,74800.000000,74800.000000,10767386
2022-02-17,75000.000000,75600.000000,74500.000000,75000.000000,75000.000000,13605382
2022-02-18,74600.000000,74800.000000,73700.000000,74300.000000,74300.000000,10122226
2022-02-21,74300.000000,74300.000000,74300.000000,74300.000000,74300.000000,0
2022-02-22,74300.000000,74300.000000,74300.000000,74300.000000,74300.000000,0
2022-02-23,74300.000000,74300.000000,74300.000000,74300.000000,74300.000000,0
2022-02-24,72300.000000,72300.000000,71300.000000,71500.000000,71500.000000,15759283
2022-02-25,72100.000000,72600.000000,71900.000000,71900.000000,71900.000000,13168484
2022-02-28,71900.000000,71900.000000,71900.000000,71900.000000,71900.000000,0
2022-03-02,72300.000000,72400.000000,71500.000000,71700.000000,71700.000000,12481430
2022-03-03,72300.000000,73100.000000,72200.000000,72900.000000,72900.000000,13232638
2022-03-04,72900.000000,72900.000000,72900.000000,72900.000000,72900.000000,0
2022-03-07,70000.000000,70600.000000,69900.000000,70100.000000,70100.000000,18617138
2022-03-08,68800.000000,70000.000000,68700.000000,69500.000000,69500.000000,15828269
2022-03-10,69500.000000,69500.000000,69500.000000,69500.000000,69500.000000,0
2022-03-11,70500.000000,70700.000000,69700.000000,70000.000000,70000.000000,15787655
2022-03-14,70000.000000,70200.000000,69600.000000,70200.000000,70200.000000,9040993
2022-03-15,70200.000000,70200.000000,70200.000000,70200.000000,70200.000000,0
2022-03-16,70200.000000,70500.000000,69700.000000,70400.000000,70400.000000,10175750
2022-03-17,70400.000000,70400.000000,70400.000000,70400.000000,70400.000000,0
2022-03-18,70600.000000,70900.000000,70200.000000,70700.000000,70700.000000,14410038
2022-03-21,70900.000000,71000.000000,69900.000000,69900.000000,69900.000000,11169002
2022-03-22,69900.000000,70500.000000,69900.000000,70300.000000,70300.000000,9402666
2022-03-23,70600.000000,71200.000000,70300.000000,70500.000000,70500.000000,12398025
2022-03-24,69600.000000,70300.000000,69600.000000,69800.000000,69800.000000,37943357
2022-03-25,70100.000000,70200.000000,69600.000000,69800.000000,69800.000000,12986010
2022-03-28,69500.000000,69900.000000,69200.000000,69700.000000,69700.000000,12619289
